review_title,date,type,review_body,name,category,ecology,dimension,region,tag
muy bien,2023-10-01,Parejas,Merece la pena verlo pero reserva antes porque si no está difícil conseguir entrada. El guía Santiago Calleja nos gustó.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1195
Lugar especial,2023-10-01,Individual,"Las pinturas no son las de Altamira ""ni falta que hace"". El paseo por la cueva no defrauda y el entorno ofrece paisajes muy especiales al lado del mar.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1196
Increibles,2012-08-01,Parejas,"Esta visita será inolvidable, poder observar pinturas y utencilios de la era paliolitica es verdaderamente asombroso",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1197
Visita imprescindible,2012-08-01,Familia,Cueva con pinturas rupestres excelentes. Excelentes los guias de la cueva y del centro de interpretacion.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1198
Tito Bustillo,2023-10-01,Individual,"Pinturas rupestres muy bien conservadas. Hay que reservar conmucha antelación, ya que sólo admiten pequeños grupos cada día (creo que de unas 20 personas aproximadamente) para evitar el deterioro de esta maravilla histórica",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1199
Entretenido!!,2012-07-01,Parejas,"Nos hizo un poco de malo una tarde y no pudimos ir a la playa, así que, como nos recomendaron la visita a este museo, para allí fuimos!. Lo primero que nos sorprendió fue que hubiese un museo de esas características en Ribadesella, el edificio es enorme y muy original. Una vez dentro, no creo que tenga mucho equipamiento, pero el que hay, está muy bien. Lo ves todo en una hora, y tiene un horario muy amplio. Sin duda lo recomiendo, te guste o no te guste todo lo relacionado con la paleontología.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1200
Excelentes cuevas prehistóricas,2023-10-01,Individual,"Merece la pera la visita, aunque fui hace años tengo muchas ganas de volver a repetir experiencia y merece la repetir.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1201
Vale la pena,2012-06-01,Parejas,Coged un jersey que no hace especial calorcito dentro,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1202
se visitan pocas pinturas,2012-05-01,Individual,"muy recomendable para los amantes del arte rupestre, se visita un panel muy grande en un lugar especial de la cueva",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1203
uno de los grandes santuarios del arte paleolítico de Europa,2011-07-01,Individual,"En Ribadesella se encuentrauna de las cunas mundiales de la civilización paleolítica, con generaciones y generaciones de hombres que crecieron y se multiplicaron en torno al estuario del Sella.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1204
"muy interesante,",2012-05-01,Individual,"recomendamos reservar para poder entrar a la hora que uno le interesa,, nosotros tuvimos tuvimos suerte y puedimos elegir hora dos días antes. ir con zapatos preparados para evitar algunos de los charcos que se forman. Las explicaciones que te dan muy buenas, aunque lo ideal es ir en un grupo pequeño, de lo contrario no se oye bien lo que se va comentando.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1205
Guía borde,2023-10-01,Familia,"No merece la pena entrar en unas cuevas en las que todo el rato te están 'regañando' porque no deberían estar expuestas al público. Que se pongan de acuerdo, o las enseñan o no las enseñan, pero si lo hacen, que nos ahorren los sermones, por favor.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1206
Visita obligada en Ribadesella.,2011-08-01,Parejas,"Hay que reservar con antelación por que es una atracción muy visitada en Ribadesella, mi me gusto mucho todo el recorrido con las explicaciones del guia y las pinturas que allí se ven,llevar ropa de abrigo ya que sobre unos 13 graditos en el interior.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1207
Hace miles de años...,2023-10-01,Individual,Aunque no se puede ver toda la cueva la visita es muy interesante. Tambien hay una exposicion. Se tiene que reservar entrada y acordarse de llevar algo de abrigo pues dentro de la cueva hace fresquillo.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1208
Pinturas espectaculares,2012-04-01,Amigos,"La semana pasada estuve con unos amigos en la costa oriental de Asturias. Una pareja del grupo que siempre había querido visitar la cueva sugirió esta visita y la verdad es que fue un gran acierto. Vimos la cueva de Tito Bustillo y la Cuevona después. La cueva de Tito Bustillo aloja grupos de pinturas (caballos en su mayoría). Alucinante pensar cómo y porqué dibujaban estas figuras y símbolos. El acceso a la cueva es bueno, la explicación es amena, el tour dura una hora. El precio entre 5 y 8 euros dependiendo de si llevas descuentos. Recomendable visita.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1209
Muy interesante el centro de interpretación de la cueva,2023-10-01,Individual,Los paneles informativos dan mucha información relevante y significativa.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1210
Buenas cuevas y buen museo bastante moderno e interactivo,2012-03-01,Parejas,"Si quieres visitar esta cueva debes reservar con mucha antelación y saber que no siempre se puede visitar, debes consultar fechas, creo k es a partir del mes de abril cuando puedes visitarla. de todas formas si vas antes de abril hay otra cueva que puedes visitar gratuitamente que está al lado.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1211
centro tito bustillo,2012-03-01,Parejas,"muy buenas a los tripadvisoreros-as. un descubrimiento de este nuevo finde en Asturias. estuvimos de nuevo en Ribadesella por adelantarnos al mogollón que nos dicen acude durante la semana santa. pues bien, fuimos a ver la cueva de Tito Bustillo. habíamos hecho una reserva por teléfono y ya por internet habíamos visto que al lado han abierto un nuevo museo. cuando reservamos nos dijeron que al museo fuésemos antes de la cueva -hacen entrada conjunta de las dos cosas por 7 euros y gratis si eres profe (bien!)- y la verdad que nos pareció una chuladaaaa. yo ya conocía la cueva -mi chico es la primera vez que iba- sabía por adelantado que le encantaría, pero resultó que tambien el museo -que por fuera es feísimo (parece un hipermercado)-, por dentro tiene una exposición supermoderna, nada pesada y sobre todo DIDÁCTICA. te lo explican todo absolutamente en un rollo muy de instalación y nos contaron que lo ha hecho una empresa de madrid que ha hecho también el museo de Burgos de Atapuerca y que hace pabellones para expos y demás. en fin que vale la pena verlo. os paso el link en que lo descubrimos www.centrodearterupestredetitobustillo.com por si os interesa. y pensad que si la cueva lleva una hora de visita, pues el museo casi otro tanto. y nada más que ya es mañana, así que... back to reality. besos y un saludo a mis lectores!!!",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1212
"Gran maravilla natural y ""social""",2023-10-01,Individual,"Entrad pensando quienes y cómo vivían en el neolítico... Sus pinturas cuentan su historia... Visita muy recomendada para cualquier edad, los niños disfrutan mucho.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1213
Una buena opcion,2012-02-01,Parejas,"Muy bien para pasar la tarde, solo falta algo mas de contenido.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1214
Aventura en miniatura,2023-10-01,Individual,Las cuevas son preciosas y el recorrido no es muy extenso asi que los niños no se aburren y es como una mini aventura para ellos.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1215
Impresionantes cuevas,2012-01-01,Parejas,"Merece la pena la visita a este lugar si se anda por estas tierras. Son impresionantes tanto por sus dimensiones como bien cuidadas y presentadas que están. Hay que reservar con antelación, sobre todo en verano, pues hay mucha concurrencia de visitantes en esta época, en lo que lo peor es la espera, pues se accede a la cueva por grupos pequeños.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1216
Perfecto,2023-10-01,Individual,"Tito Bustillo es un clásico del turismo asturiano, he ido muchísimas veces, y me parece sumamente interesante. MUY RECOMENDABLE.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1217
Fantásticas cuevas en la costa asturiana,2023-10-01,Individual,Hay que reservar con mucho tiempo. Pero merece la pena la espera,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1218
Adentrándose en el hábitat de nuestros antepasados!!!,2011-07-01,Amigos,"Las cuevas del Tito Bustillo, asi como el centro de interpretación que está al lado de la entrada de la cueva (ir primero para recoger las entradas previamente reservadas, y ver la cueva antes o después que en C.I.), nos parecieron una visita obligada en Ribadesella, y además no cuesta demasiado: merece la pena. Hay que ir con calzado cómodo, y con chaqueta aunque sea verano, pues hace todo el año 12-14 ºC. No recomendado para niños pequeños ni para personas con movilidad reducida, por lo resbaladizo del suelo (es una cueva activa). El guía muy bién, nos lo explicó todo al detalle, y fué muy ameno. Las pinturas están en varias salas, y aunque no se ven todas por lo difícil del acceso , las del pane principal son las mejores y sí que se ven. Si os gustan las cuevas pasareis un buén rarto y os llevareis un buén recuerdo!! Eso sí, reservar con antelación, pues en el día suele estar lleno!!! Un saludo.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1219
MARAVILLA,2023-10-01,Individual,"La cueva y sus pinturas son una pasada,esta todo muy bien conservado,las pinturas y sobre todo los colores.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1220
CUEVAS,2011-10-01,Parejas,Muy interesantes para visitar. Son de fácil acceso y están bien señalizadas.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1221
mucho ruido y pocas nueces,2011-10-01,Parejas,"he visitado cuevas en media europa y esta es una de las que me ha dejado a medias. Mucho aparenta y poco se ve. Los tesoros no se visitan, te dicen donde estan y punto. Larga la visita para poco ver. Un poco decepcionado.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1222
ESTUPENDA Y DIFERENTE.,2011-07-01,Individual,"ESTUPENDA Y DIFERENTE. Zapato cómodo, mejor deportivas por los resbalones y dispuesto a dar un paseo único y original (húmedo y oscuro) y cuando llegas ohhhh¡¡¡¡ ME GUSTO.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1223
Solo para hispanohablantes,2023-06-01,Individual,"No vale la pena la visita. Caminas mucho tiempo a través de una cueva mal iluminada para que puedas mirar dibujos de tres caballos. ¡Eso es todo! Durante varias paradas, la información proporcionada fue solo en español.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1224
Impresionantes pinturas rupestres pero sin guía en inglés.,2022-06-01,Individual,"Vale la pena visitar estas cuevas, pero si no habla español, primero debe asegurarse de pasar tiempo en el centro de visitantes. Tiene una muy buena pantalla con información en inglés que hará que tu visita a las cuevas sea mucho más significativa. Los guías de la cueva solo realizan el recorrido en español con una cantidad muy pequeña de información en inglés.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1225
"Pinturas espectaculares, aunque solo giras españolas.",2021-05-01,Individual,"La cueva es bastante impresionante en su tamaño y con estalactitas, etc., pero el verdadero significado radica en las pinturas de las que verá una selección (incluidos los famosos caballos morados). Es una de las 8 cuevas más importantes de Europa (y menos aún en cuanto a poder visitar la real, en lugar de la copia - cuevas de sus hermanas Altamira o Lascaux), dada la variedad de pinturas y la larga duración durante que se utilizó la cueva. Por lo tanto, es un 5 en importancia y expresión artística, pero es extraño que no haya servicios para personas que no hablan español (folleto, audioguía, etc.), lo que hace que sea más difícil seguir el recorrido de 1 hora a menos que entiendas español. Hay un libro en inglés sobre las cuevas en la tienda del museo y espero que el museo tenga descripciones en inglés. Solo reservé la visita a la cueva con semanas de anticipación, ya que limitan el número de visitantes para su conservación y debido a la pandemia; le recomiendo que haga lo mismo.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1226
Gran museo que no debe perderse.,2019-07-01,Individual,"Este maravilloso museo explica mucho sobre la cultura, las cuevas y las pinturas rupestres en la gran cueva. Explica cómo se descubrió la cueva y tiene entrevistas en video con las personas que la descubrieron. El museo en sí está construido como una cueva y las exhibiciones están en inglés y en otros idiomas. Las exposiciones también explican lo que hay en las pinturas rupestres y cómo interpretarlas. Los videos tienen la opción de subtítulos en inglés. Esta es una gran experiencia, pero los niños pueden no disfrutarla tanto como los adolescentes mayores y los adultos. Como parte de su boleto, obtendrá una visita guiada gratuita de la pequeña cueva. Francamente, esto es una pérdida de tiempo. Necesitas subir 300 escalones y luego todo lo que ves es una gran caverna con nada en ella. Los niños no parecían disfrutarlo. El museo está a un corto paseo del centro. Planea pasar unas 2 horas en el museo. Si desea ver la gran cueva con los planos de las pinturas reales con mucha antelación, ya que generalmente se reservan con 1 o 2 meses de anticipación.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1227
Visita fascinante,2017-07-01,Familia,"Realmente disfrutamos de estas cuevas. Aunque la excursión fue en español, la guía nos dio un resumen al final en inglés, lo que era genial. Grupos son pequeñas y es necesario reservar con antelación, pero vale la pena.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1228
Excepcional,2017-02-01,Individual,"Este museo hace un trabajo fabuloso de presentar y articular este sitio mundial de la unesco, desde su descubrimiento a través de su evolución hasta la actualidad. Los miércoles son gratis, y aunque fuimos en febrero, todavía estábamos tenía una excursión a uno de los grandes cavernas con estalactitas y estalagmitas. No hay cuevas, pero estábamos pinturas agradecidos por lo que pudimos ver. El museo muestra se ofrecen en español e inglés. Es una visita obligada en la costa norte.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1229
Un viaje en el paleolítico,2023-10-01,Parejas,"Una visita fabulosa, si te gusta el arte paleolítico de la cueva y cuevas. Hay un 1 o 1,5 km a pie a través de un túnel subterráneo y el canal de un río antiguo. Entonces aparecen las pinturas rupestres, dibujos y grabados. Visita guiada en español. Llevar ropa de abrigo. Los billetes del museo cerca. Es fundamental reservar con antelación, incluso varias semanas antes. Sin embargo, si yo 0 sólo apareció puede ser la suerte de coincidir con una cancelación o de no presentarse, entonces podría ser.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1230
Una caminata hacia el paleolítico,2023-10-01,Parejas,Este es un maravilloso museo de arte paleolítico y herramientas etc. Casi totalmente en español. Más visitado en combinación con la Cueva de Tito Bustillo a pocos cientos de metros de distancia.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1231
Impresionante arte paleolítica,2023-10-01,Parejas,Esta cueva fue descubierta en 1968 por un grupo de estudiantes de la universidad y contiene arte paleolítica abarca miles de años. Las pinturas murales son vibrantes de color y mostrar la habilidad y el arte de la gente en la edad de piedra que viven en el área. Bien merece una visita.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1232
Visitar el primer museo,2023-10-01,Parejas,"Tours de estas cuevas se realizan sólo en español, sin embargo el excelente museo adjunto a las cuevas tiene un comentario en Inglés. Llegamos temprano y encontramos una visita al museo más útiles para entender la historia y estructura de las cuevas que contienen una gran riqueza de arte paleolítica La cueva abierta a los visitantes es profunda en la colina con un largo paseo por otras cuevas para llegar a ella. Llevar zapatos fuertes y ropa de abrigo.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1233
Agradable cafetería en la segunda planta.,2016-08-01,Parejas,"No pudimos conseguir entradas para la cueva ya que sin duda es necesario reservar con antelación, todo libro hasta septiembre. No visitamos el museo, pero fuimos a la cafetería, que tiene una gran terraza que da a la ría, lo que lo convierte en un lugar muy agradable para relajarse.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1234
Excelente Museo y la cueva de Excursión (si entiendes español),2016-04-01,Familia,"Nos tocó en esta experiencia a principios de abril. La excursión cueva fue vendido con meses de antelación, así que nos fuimos al museo y me pareció un excelente exposición explicando la existencia de la cueva y los dibujos que se encontraron. Mientras paseábamos, el soborno nos encontró y venta dijo que tenían una cancelación y que podría unirse al próximo grupo. Fue un día libre por lo que el costo no era nada, pero la experiencia de ver los dibujos tan vibrante y vivo era inestimable. Recomiendo encarecidamente esta excursión... incluso si no hablan español, la visita al museo le preparará para todos verán en la cueva. Ropa de abrigo y zapatos que pueden superficies grip mojado. No apto para claustrofóbicos.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1235
Esto hay que verlo!,2023-10-01,Individual,No se pierda esta oportunidad de ver pinturas rupestres de 12.000 AEC!. La entrada es limitada. Estar allí varios house antes de la taquilla se abre para ser el primero en la fila para los boletos.,CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1236
"Excelente, gran historia y introducción a cuevas y arte rupestre",2023-10-01,Amigos,"España está repleta de cuevas y antiguo arte rock, a menos que sea un profesional que es difícil de conseguir en algunos de ellos, y aún más difícil de ver las cosas. Este museo es una gran opción para personas que no son expertos y quieren aprender, habiendo dicho que el grupo de expertos me parecía disfrutar de la experiencia, así que tal vez debería satisface a todos los niveles.",CuevaTitoBustillo,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag1237
Mina Pozo San Luis,2022-08-01,Individual,"Visita muy didáctica la recomiendo, con niños o solo. Te puedes hacer una de lo duro que tenía q ser minero, y en las condiciones en las q trabajaba. Son casi dos horas y la verdad que te lo explican muy bien.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1248
Visita muy recomendable,2022-07-01,Individual,"Visita muy recomendada para ir con niños (aunque a los adultos también les gustará). La visita te traslada al interior de una mina de carbón autentica, actualmente sin funcionamiento, mediante unas vagonetas. Desde los 32 metros donde te deja, asciendes por un ascensor que simula ser una jaula de las utilizadas por los mineros cuando trabajaban allí. La mujer que nos hizo de guía tenía amplios conocimiento sobre lo que nos iba enseñando, respondiendo amablemente a las preguntas de los diferentes visitantes.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1249
Experiencia inusual,2022-06-01,Individual,"Experiencia única, adentrándote en el corazón de la mina. Visita guiada en la que enseñan como era la actividad en un pozo minero.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1250
Muy recomendable e interesante,2022-05-01,Individual,"Sorprendidos gratamente. El viaje en el trenecito con unas vistas exquisitas y emocionante y didáctico cuando te adentras bajo tierra. La explicación posterior con la visita guiada excelente, aprendimos mucho sobre este oficio tan duro.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1251
"Ameno, diferente y educativo",2022-04-01,Familia,"Está muy bien. Primero el tren y luego en superficie, muy interesante y muy buena la guía y sus explicaciones. Muy ameno y educativo. Merece la pena",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1252
Interesante visita,2022-04-01,Familia,"Buena excursión para ir con amigos si te interesa la labor de los mineros. Esta bastante bien conservado todo. Para niños pequeños < de 4 años, todavía es un poco densa la visita guiada, aunque la guía fue muy amable. Repetiremos en unos años con los niños más mayores. Tiene mucho encanto el trayecto en el tren y la visita en general.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1253
La mineria en Asturias,2022-04-01,Amigos,"Nos ha gustado mucho. Hemos ido con unos amigos y su hijo. Muy recomendable para entender el trabajo de los mineros asturianos. - se tarda sobre 2 horas en verlo - nos tocó una guía que explicaba todo perfectamente (no recuerdo su nombre) muy detallado y fácil de entender. - en el tren puede hacer un poco de frio, pero es muy divertido, no tiene nada que ver con un tren turístico. Este te lleva por el antiguo tunel. - los detalles muy cuidados, nos gustó mucho la zona de los vestuarios de los mineros. Lo recomiendo.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1254
Falta de modales,2021-08-01,Individual,"Merece la pena visitarlo, es interesante y se hace ameno. Pero el trato.. deja mucho que desear por las personas que lo organizan o que son como las encargadas. El primer encuentro fue desagradable - se me olvidó la mascarilla en el coche y cuando iba por la puerta, mi chico me avisó y las chicas ""encargadas"" me soltaron ""ya puedes correr porque no te vamos a esperar"", perdona? - La gracia de todo es que estuve esperando sentada en el tren 10 minutos. No lo entiendo, si estas trabajando de cara al publico, hay que ser más correcto.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1255
Muy interesante,2021-10-01,Individual,Es una visita cómoda que te ayuda a entender el trabajo en las minas. Muy recomendable para hacerla en familia o en pareja.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1256
Pésima atención al cliente,2023-10-01,Familia,"Soy de la opinión de que el cliente (el que paga), siempre tiene prioridad. Pues aquí no sucede así. Después de pagar la entrada, 11 euros por persona, nos encontramos con que tenemos que esperar para ver las instalaciones porque están rodando un documental. Teníamos prisa, ya que teníamos reserva para comer y queríamos coger el tren de la 1:30,para bajar. Nos quejamos y la respuesta es que podemos volver con el coche más tarde o podemos ir a verlo, mientras vuelven los del documental solos  y así graban el tren. Como dijimos que no, les hicieron esperar a ellos, pero nos devolvieron a la estacion a una velocidad que el tren solo sabía dar botes, se nota que tenian prisa. Aparte, los del documental, podían fumar y andar sin mascarilla por allí. Las normas parece ser, son solo para los que pagan. No tengo intención de volver y os animo a visitar otros museos donde el cliente es prioritario.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1257
Un lugar en Asturias para no perderse.,2023-10-01,Parejas,"Hicimos la visita nocturna y nos encantó. Comenzamos el trayecto en tren, a oscuras, para sentir esa misma sensación que sentían los mineros en su día a día, escuchando una locución que explicaba  cada parte del trayecto por la que estábamos pasando, y contándonos su historia. Tuvimos oportunidad de realizar un trayecto a pie por las galerías de la mina. Ya en la superficie, nos enseñaron, tanto la sala de maquinas, botiquín, carpintería, etc.. Las guías, fueron encantadoras, con un conocimiento increíble.",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1258
Excelente experiencia para conocer la vida de los mineros asturianos,2021-08-01,Individual,"Visita excepcional, muy recomendable.  Las salidas del tren se hacen cada hora. Se guardan las medidas de seguridad de covid. A tener en cuenta que puedes optar por realilzar la visita ( 2horas aprox) y quedarte a comer un bocadillo en el merendero. La vuelta la puedes hacer en el tren por la tarde. Los monitores te informan de los horarios de regreso, o bien, bajar a pié un trayecto de 20 min. cuesta abajo y con sombra....",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1259
Impresionante !!!,2021-08-01,Individual,"Visita súper interesante, para desasnarnos de lo que fue la vida en las minas de carbón. Chapeau y máximo respeto para tantos mineros que dieron la vida para que nosotros tuviésemos energía en nuestars teles y cocinas y unos pocos se enriquecieran con su trabajo y su salud. La visita, muy muy interesante y muy bien organizada. La monitora, un lujo. Lo sabía todo y lo explicaba mejor. La mina y sus historias, impresionantes y espeluznantes. Hay que saberlo, es parte de nuestra historia. Salud, mineros del carbón !!!",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1260
Vivir la mina por un rato. ESTREMECEDOR Y ESPECTACULAR.,2021-08-01,Familia,Sin duda de lo mejor de nuestra semana en Asturias . Nos estremeció la sensación de entrar en la mina y nos llegamos a hacer una idea bien clara de la vida en la mina en el pozo de San Luis. Un 10 para el staff con matrícula de honor para la guía que nos llevó durante la visita. Sugerencia : la carretera de vuelta por el sendero. Si se vuelve por allí los últimos 100m son peligrosos.  Por lo demás lo dicho EXCELENTE.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1261
Impresionante visita.  Recomendable 100%,2021-08-01,Individual,"Hace poco estuve visitando este lugar. Recomendable para conocer la historia de Asturias. Buena  experiencia con niños. Realidad simulada en el ascensor imitando los ruidos de la jaula de los mineros mientras subían. Menos real que mina de Arnao. La Real Compañía Asturiana de Minas  fue la compañía con capital mayoritariamente belga que se creó para explorar el carbón de la zona. Una de las primeras minas fue la de Arnao que cerró en 1915. En 1930 se comenzó a explorar la mina del pozo de San Luis,  donde está visita tiene lugar sl que se accede mediante un tren cuyo trayecto dura 20 minutos. La visita dura unas 2 horas en total contando los 20 minutos de ida y otros 15 minutos de vuelta. La guía Leticia es formidable,  haciendo participar a los presentes. Arriba se puede visitar, el botiquín, la carpintería,  unos trenes de exposición y la tienda. Se puede regresar a la Estación por tren o andando durante 20 minutos los 2 km de vuelta. Recomendable pero escaso para conocer un símil de la dura vida de los mineros. Recomiendo la visita a Arnao, mucho más real. Saludos",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1262
Viaje a la mina,2021-08-01,Familia,Experiencia inolvidable al pasado minero de Asturias y a todos sus paisanos. Fuimos con niños pequeños y fue estupendo. Medidas anti Covid muy bien implantadas. Zona de picnic limpia y tranquila.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1263
"Divertido y muy ameno, ideal para familias",2021-07-01,Familia,"Genial para hacerlo con los niños, muy ameno, divertido y de gran aprendizaje. La guía Leticia explica suuuuper bien. Buenísimo para una toma de contacto con la minería asturiana. Lo único malo que no nos dio tiempo a ver bien las instalaciones que no entran en la visita guiada. Para volver en tren solo faltaban 10 minutos y no daba tiempo a verlo todo. Si no le hubiera puesto un 5. Igualmente merece muchísimo la pena hacerlo. Hay pack familiar más económico y se puede comprar en su web",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1264
Puxa  el pueblo minero ❤️,2021-07-01,Amigos,"Simplemente , espectacular!!!!Ahora toca ir al pozo Sotón,para bajar a la mina... Así todo completa la experiencia minera Tren,duchas,y en Sotón decenso en jaula,a una mina de verdad👏🏻👏🏻",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1265
Una impresionante ecperiencia.,2021-07-01,Individual,Una visita inolvidable. Excelente estado de conservación. Impresiona el acceso a la mina San Luis en su nivel más bajo (35 metros). Visita guiada con grupos de personas reducidas. Siguen las medidas anticovid. La guía muy bien. Las intalaciones muy bien conservadas. Hecho en falta que hubiera alguna persona que hubiera trabajado allí para contarnos la experiencia (hay que tener en cuenta que esta mina cerró su explotación en el año 2002. Desconozco si es parecida a la visita del MUMI dado que no he visitado el MUMI por acceder a esta visita.,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1266
100% recomendable,2021-07-01,Familia,Una visita muy recomendable para hacer con niños. Aparte de montar en un tren que va por una mina real luego te explican con todo detalle como era la jornada laboral de un minero desde que llegaba a la mina hasta su salida. La guía que nos tocó muy amable e hizo la visita muy amena,EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1267
Que no se pierdan este tipo de museos,2020-08-01,Individual,"Fui con mis hijos de 4 y 7 años y lo pasaron muy bien, y yo también. Ellos el tren y las galerías y yo las explicaciones. Como digo en el título, que no se pierdan este tipo de museos, con muchos detalles, bien explicados y con casi todo original de cuando funcionaba la mina. Lástima que tenía que estar pendiente de ellos y no escuché algunas explicaciones porque me parecieron super interesantes. Las precauciones por el COVID muy bien respetadas. La vuelta si no tenéis prisa recomiendo hacerla caminando. Resumen, 100% recomendable",EcoMuseoLangreo,Patrimonio industrial,Paisaje,Tecnología,Asturias,tag1268
