tourist criticizes disgusting route .,tourist enjoys impressive train .,0
student criticizes disgusting train .,family criticizes boring train .,1
tourist criticizes open mine .,student enters abandoned train .,1
tourist enters boring route .,student visits impressive landscape .,0
student criticizes disgusting train .,tourist enters abandoned route .,1
family recommends impressive museum .,student enters disgusting museum .,0
tourist criticizes open train .,tourist enters disgusting mine .,1
tourist enters disgusting cave .,family visits boring factory .,0
tourist visits impressive cave .,family enters impressive museum .,1
tourist enters boring train .,family criticizes disgusting cave .,1
student criticizes disgusting landscape .,student enjoys impressive museum .,0
family recommends abandoned factory .,family criticizes abandoned factory .,0
student enjoys impressive train .,tourist enters interesting landscape .,1
family recommends disgusting factory .,student criticizes boring factory .,0
student enters abandoned museum .,family enjoys interesting route .,0
family criticizes interesting landscape .,tourist enjoys impressive route .,1
family enjoys abandoned factory .,family visits open route .,1
student enters interesting cave .,tourist criticizes boring museum .,0
student enters disgusting factory .,family recommends disgusting mine .,0
tourist enters abandoned museum .,family enjoys disgusting museum .,0
student enters boring cave .,family criticizes abandoned train .,1
tourist criticizes open landscape .,family criticizes boring landscape .,1
student enters boring factory .,tourist criticizes open mine .,1
family enjoys interesting factory .,family enters impressive cave .,1
family enjoys impressive cave .,family visits boring museum .,1
student enters abandoned factory .,student criticizes boring mine .,1
student recommends open cave .,tourist visits interesting train .,1
family visits impressive train .,family recommends open route .,1
family enjoys open museum .,student recommends open museum .,1
tourist recommends interesting museum .,student enters boring route .,0
student recommends impressive museum .,tourist criticizes disgusting route .,0
tourist enters interesting route .,tourist enters disgusting mine .,0
student enjoys interesting route .,student criticizes open train .,0
student recommends impressive museum .,family criticizes boring train .,0
family enjoys disgusting cave .,student criticizes disgusting route .,0
family recommends open route .,family visits disgusting cave .,1
family criticizes abandoned landscape .,family criticizes disgusting landscape .,1
tourist visits impressive train .,family visits boring museum .,1
student criticizes open route .,family enjoys impressive cave .,0
family enters impressive museum .,student criticizes boring factory .,0
family enters interesting cave .,student criticizes abandoned landscape .,0
tourist criticizes boring cave .,student visits impressive landscape .,0
tourist criticizes abandoned train .,family enjoys disgusting landscape .,0
student enters interesting museum .,family enjoys interesting route .,1
family enters interesting cave .,family recommends boring mine .,1
student criticizes disgusting mine .,tourist enters impressive museum .,0
family enters interesting museum .,tourist criticizes open train .,0
student enters abandoned mine .,student criticizes boring factory .,1
student recommends open mine .,tourist criticizes boring landscape .,0
family enjoys impressive train .,family criticizes disgusting mine .,0
family criticizes interesting landscape .,family recommends boring mine .,1
student criticizes boring train .,student criticizes boring factory .,1
family enjoys open museum .,student criticizes boring mine .,0
family criticizes abandoned factory .,family recommends abandoned factory .,0
family criticizes boring train .,tourist enters abandoned factory .,1
tourist criticizes boring factory .,tourist enters boring train .,1
student enjoys interesting route .,tourist enjoys open mine .,1
family criticizes interesting train .,family recommends abandoned train .,1
family criticizes impressive factory .,tourist visits impressive cave .,1
student enters interesting cave .,family criticizes interesting train .,1
family recommends disgusting mine .,student criticizes boring museum .,0
student criticizes boring mine .,student enters abandoned landscape .,1
family enters interesting mine .,tourist recommends interesting train .,1
family recommends abandoned factory .,family criticizes boring train .,0
tourist enjoys interesting museum .,student enters boring route .,0
family recommends abandoned route .,family recommends abandoned factory .,1
tourist enters boring train .,tourist enters boring factory .,1
student criticizes boring mine .,tourist enters disgusting train .,1
tourist criticizes disgusting cave .,student visits impressive factory .,0
student criticizes disgusting museum .,student enters disgusting landscape .,1
family criticizes abandoned landscape .,family enjoys impressive cave .,0
family visits boring factory .,tourist enters abandoned factory .,0
tourist enters disgusting factory .,family enjoys interesting factory .,0
student enjoys impressive factory .,student enters boring landscape .,0
family enjoys boring mine .,student enters disgusting factory .,0
tourist recommends impressive route .,family criticizes interesting train .,1
family visits open route .,family enjoys impressive cave .,1
family enters interesting train .,student visits impressive museum .,1
student recommends open museum .,family criticizes interesting landscape .,1
tourist criticizes open mine .,student criticizes disgusting train .,1
family recommends abandoned train .,family enjoys disgusting cave .,1
student enters abandoned train .,family enjoys impressive cave .,0
tourist criticizes boring landscape .,student enjoys open route .,0
family enjoys interesting cave .,tourist recommends impressive mine .,1
family visits boring train .,family enters interesting mine .,1
student criticizes open route .,family criticizes abandoned cave .,1
tourist recommends interesting train .,tourist recommends impressive mine .,1
family visits interesting mine .,family enjoys open cave .,1
tourist enters disgusting route .,family enjoys impressive train .,0
family enjoys boring mine .,family visits boring train .,1
family criticizes disgusting route .,tourist enters boring route .,1
student criticizes boring train .,student enjoys impressive museum .,0
family enjoys disgusting museum .,tourist criticizes abandoned mine .,0
family criticizes boring train .,student criticizes boring factory .,1
tourist enjoys impressive train .,student enters disgusting museum .,0
tourist visits interesting train .,family enjoys disgusting cave .,1
tourist enters abandoned factory .,family enters interesting mine .,0
family enjoys interesting route .,family recommends disgusting landscape .,1
tourist enters boring museum .,family criticizes disgusting museum .,1
student criticizes abandoned landscape .,family criticizes boring factory .,1
student enjoys open mine .,tourist enters impressive factory .,1
student criticizes boring train .,student enjoys impressive cave .,0
tourist enters boring cave .,student criticizes boring factory .,1
student enters abandoned factory .,student enters boring mine .,1
student criticizes open train .,tourist criticizes boring factory .,1
family recommends impressive factory .,family recommends open route .,1
tourist enters disgusting route .,family enjoys boring mine .,0
tourist enjoys open mine .,family enjoys interesting museum .,1
family enjoys interesting museum .,student criticizes disgusting train .,0
family recommends boring mine .,student criticizes open train .,0
student criticizes abandoned cave .,student visits impressive museum .,0
student criticizes boring route .,student recommends open mine .,0
tourist criticizes boring museum .,tourist criticizes abandoned factory .,1
student recommends open mine .,tourist criticizes boring museum .,0
family enjoys disgusting museum .,family criticizes interesting landscape .,1
family enjoys abandoned train .,student criticizes open train .,0
family enjoys open museum .,student enters interesting route .,1
student criticizes abandoned route .,tourist recommends interesting factory .,0
family enjoys abandoned factory .,tourist enters abandoned mine .,0
student enters disgusting factory .,family criticizes disgusting landscape .,1
family criticizes boring train .,student criticizes open cave .,1
tourist criticizes disgusting factory .,student enters boring factory .,1
family enjoys impressive cave .,family visits impressive factory .,1
tourist visits interesting cave .,student criticizes abandoned landscape .,0
tourist recommends interesting museum .,student enters disgusting mine .,0
family criticizes abandoned train .,tourist enters interesting train .,0
student enters boring factory .,student criticizes abandoned mine .,1
student enters boring factory .,family recommends interesting train .,0
student criticizes disgusting landscape .,tourist criticizes abandoned factory .,1
student enters abandoned factory .,tourist enters disgusting cave .,1
student enjoys impressive route .,family enjoys impressive train .,1
tourist enters interesting train .,tourist enjoys impressive landscape .,1
family enters impressive cave .,student enjoys impressive cave .,1
tourist enters interesting train .,student criticizes open route .,0
student enters boring route .,student enjoys impressive factory .,0
student enjoys open route .,tourist visits interesting cave .,1
family enters interesting train .,family visits boring train .,1
tourist criticizes boring factory .,family recommends boring mine .,0
