ID,Textos
TW0375,Descubriendo Patrimonio Industrial de Asturias. Centro de Empresas la Curtidora de Avilés   
TW0376,"Además vamos a tener editoriales, librerías, asociaciones, barra, comida, fotografía...  En un lugar que forma parte de nuestro patrimonio industrial y que tiene una amplia historia.  El pozo necesita arreglos, pero de momento vamos a llenarlo de vida. Os esperamos allí    "
TW0377,El valle de Añana esconde las salinas que han estado activas de manera ininterrumpida con mayor antigüedad en el continente. Una joya del patrimonio industrial europeo. 
TW0378,"Finalmente, cristaliza la sal con el grano que comemos.    Las conocías    Para más info         "
TW0379,"Este año y con la nueva ubicación de la Feria del Libro de Laciana  , se podrá disfrutar del patrimonio industrial minero y disfrutar de actividades de clase obrera y la nuesa tsingua.  La noticia, aquí       "
TW0380," El sábado con  paseamos por Málaga para descubrir un patrimonio emergente que constituye la memoria colectiva de la ciudad.    Conocimos edificios emblemáticos, su historia y la influencia que han ejercido en nuestro patrimonio industrial. "
TW0381,"XIII Congreso Internacional de Molinología Transformación sostenible del paisaje molinar y su territorio: Revisión y futuro, Sevilla 2023       "
TW0382,"Hoy en el blog, libro para descarga y convocatoria de congreso de Molinología   "
TW0383,Paz Benito sobre el patrimonio industrial leonés 
TW0384,"Hablé con Paz Benito, la catedrática más relevante en cuanto al patrimonio industrial de nuestro país   Qué hacemos con las viejas fábricas y minas   Destruimos las térmicas   Una charla sobre qué hacer con los vestigios de nuestra historia reciente    "
TW0385,Buenos días amantes del  La antigua estación de Cabra (Córdoba) como       
TW0386,Los talleres del   en     Experimenta en este entretenido  y descubre la parte más científica de la primavera      SÁBADO 29 de 12 a 13h        
TW0387,"El Taller de Empleo Impulsant Sagunt II Dones, la Fundación de Patrimonio Industrial y el Ayuntamiento de Sagunto, acogen a la Asociación de Amas de Casa Tyrius, durante su encuentro anual 2023.  Síguenos:  "
TW0388,5  Aproximaciones al Patrimonio Industrial de Nuevo León   Nos cuenta de las principales empresas que dieron reconocimiento al estado   Lo puedes conseguir en la Librería de Conarte          
TW0389,El PSOE acusa el abandono de la Junta hacia el patrimonio industrial minero y exige agilizar los procedimientos de declaración BIC pendientes 
TW0390,"ENTREVISTA | Paz Benito, la catedrática de la ULE más citada en su campo, habla sobre el patrimonio industrial leonés, su presente, pasado y probable futuro   "
TW0391,"Rotonda ferroviaria del Museo do  de Galicia, ubicado en  Con 38 vías radiales, fue catalogado como edificio destacado del Patrimonio Industrial Europeo.   "
TW0392,HOY conmemoramos del   y      GRATIS en visita libre  De 10:30 a 17:30h  Hoy sorteo de un lote de cuentos del  entre los que vengáis a visitarnos        
TW0393,"Si eres del sector académico, artístico, gestoría cultural, gubernamental, privado o estudiante de licenciatura o postgrado, participa con tu ponencia en el Coloquio Latinoamericano Para la Conversación del Patrimonio Industrial.  Inscríbete      "
TW0394,Hoy se han cerrado las III Jornadas de Patrimonio Industrial del Cantábrico.  Fantásticos ponentes de toda España y proyectos expuestos en estos 2 días de aprendizaje.  Gracias a la Asociación de Patrimonio Industrial de Cantabria por su trabajo.   
TW0395,"Museo del Ferrocarril de Asturias, en antigua estación de Gijón             "
TW0396,  El gran problema empezó con el cambio FRAUDULENTO dl PPlan General para dar uso a ese edificio para hotel El último dueño expolió el patrimonio industrial Despidió a los trabajadores y cerró d un día para otro y con clientes dentro Pero el problema es la okupación y uso social  
TW0397,La asociación de amas de casa Tyrus celebra su encuentro anual junto al patrimonio industrial de Sagunt:  FOTOGALERÍA
TW0398,La asociación de amas de casa Tyrus celebra su encuentro anual junto al patrimonio industrial de Sagunt:     Fotogalería
TW0399," Vosotros,el PP,el control presupuestario lo habéis ejercido d la siguiente forma:  Desmantelando el patrimonio industrial y regalándolo a vuestros amiguetes. Aznar 1  España 0  Con amnistías fiscales. Aznar Rajoy 2  España 0  Fumigando la hucha d las pensiones. Rajoy 1  España 0"
TW0400," El ejemplo del matadero es malo, no es aplicable a la propuesta de mezcla y propiedad mixta que damos  Muchas de las naves  ofertadas en Valladolid han sido ocupadas (Almacenes Grales Castilla, Almac. cuadrado, la Aguada, las del canal...)  *Salvo la Electra"
TW0401,"Siempre que oigáis eso de  este edificio está muy mal y ya no merece la pena   no PUEDE ser recuperado , recordad que siempre es MENTIRA    Buen fin de semana   "
TW0402,  El PSOE acusa el abandono de la Junta hacia el patrimonio industrial minero y exige agilizar los procedimientos de declaración  pendientes.    Javier Campos      
TW0403,"   Hoy jugamos en    os invita a conocer esta localidad con un destacado patrimonio industrial y arquitectónico en sus calles.      Rodeada de montañas, ofrece numerosos recorridos para hacer senderismo.    "
TW0404,"Ayer se inauguró el X Seminario del Aula GI de Patrimonio Industrial de la Universidad Politecnica de Madrid  De fábricas y sueños: Viajes por los territorios de la producción . Intervinieron el rector de la Universidad, la subdirectora general del IPCE, y otras autoridades. "
TW0405,De nuevo se plantea la rehabilitación de las antiguas naves de Cros de Culleredo.      
TW0406,"Hoy en el blog, anuncio del III Encuentro de Entidades Ciudadanas para la mejora de los barrios de Valencia, Ruta Patrimonio Olvidado de Valencia y por fin  se rehabilitarán las naves de Cros de Culleredo    "
TW0407,"Buenos días amantes del  hoy  de la antigua línea del ferrocarril Gandia Alcoy, otra línea que estudié para un trabajo y disfruté mucho haciéndolo    "
TW0408,"En las Jornadas de Patrimonio Industrial del Cantábrico, hoy Javier Fernández, director de  hablará de sus 25 años y, mañana, Manuel López de   de la restauración del patrimonio ferroviario de la Real Compañía Asturiana de Minas  "
TW0409,Hilo que sirve de buen ejemplo sobre la iniciativa de defensa del patrimonio industrial en Valladolid.     
TW0410,"AVPIOP iOHLEE estará presente en  el sábado 22, con doble representación. Hablaremos del Centro de Patrimonio Industrial Mueble de Orconera Lutxana y del Horno Alto de Sestao. "
TW0411,"  Lo del soterramiento es sencillo:   Ha habido algún proyecto realista a la hora de ser financiado, en los plazos, que no perjudique para implementar los trenes de proximidad con paradas adicionales (Covaresa,Esperanza,Pajarillos) y que respete el patrimonio industrial de la zona "
TW0412,Patrimonio industrial.  Navantia Sistemas pone en marcha un programa de conservación del patrimonio 
TW0413,Descubriendo Patrimonio Industrial de Asturias. Museo del Ferrocarril de Asturias   
TW0414,El patrimonio industrial como elemento de construcción de ciudad y puesta en valor sostenible 
TW0415,Estos días serán una ocasión de oro para conocer más sobre el patrimonio industrial del norte de España y para compartir experiencias y espacios con otros proyectos que defienden la importancia de nuestro patrimonio.  Si estás cerca... no lo dudes   
TW0416,"  Este fin de semana estaremos en Torrelavega compartiendo con compañeros y compañeras de Cantabria, Asturias, País Vasco y Galicia las III Jornadas de Patrimonio Industrial del Cantábrico. "
TW0417,Arranca el X Seminario del Aula de Patrimonio Industrial de la UPM en la ETS de Arquitectura  bajo el título  De fábricas y sueños. Viajes por los territorios de la producción . Con la colaboración de   
TW0418,Buenos días amantes del  hoy  de detalles del recorrido que hice de la antigua línea del ferrocarril Carcaixent Denia para un estudio que realicé (disfruté mucho este trabajo)    
TW0419,"Paz Benito del Pozo, investigadora de la ULE, líder científica sobre patrimonio industrial en España  vía "
TW0420,"En  , para celebrar el  y Sitios en    destruye su  Industrial: Estación de Norte Atoxa  San Sebastián  Foto     Destroy  "
TW0421," Todavía no conoces a Rosa, Fermín y Antón  Risas, historia y diversión   Donde nace la luz |    DOMINGO 23   Pases a 11:30 y 12:45h  Todos los públicos   Con          "
TW0422,Hoy la productora La República del Lápiz ha entrevistado a Fina para la serie documental Informe d  en el Horno Alto n 2. Deseando escuchar su historia sobre la fábrica y la        
TW0423,Interesante itinerario sobre el  conservero y diferentes expresiones artísticas surgidas de él para poner en valor la historia de la Molina de Segura moderna.  
TW0424,Se realizó en el museo San Juan de Dios una magnífica conferencia sobre el cuidado del patrimonio industrial azucarero a Cargo del Dr.C. Gerson Herrera Pupo. 
TW0425,"Paz Benito del Pozo, líder científica sobre  en   "
TW0426,"Nuestro  hoy, son los palacios y claustros que perdimos el pasado siglo.  Si estamos a tiempo, por difícil que sea, no cometamos el mismo error    "
TW0427," Queréis una propuesta concreta para los talleres del ferrocarril de RENFE   Si además de lo amarillo (PGOU), conservamos lo naranja, salvamos todo este   de  "
TW0428, DOMINGO 23 con motivo del   y      Entrada GRATIS en visita libre  10:30 a 17:30h  Y entra en el sorteo de un lote de cuentos del  si nos visitas ese día        
TW0429,"Licitadas obras de rehabilitación de la antigua Tejera de Palencia para centro de formación, congresos y ferias.      "
TW0430," Cada vez que se habla de este tema, me saltan todos los demonios.  Hace 20 años dimos mucha guerra y golpeamos las puertas necesarias, para dar los pasos adecuados para salvar el patrimonio industrial de la zona, y la ciudad entera pasó de nosotros  Al final se lo cargarán todo "
TW0431,"IV Congreso Internacional de Patrimonio Industrial y la Obra Pública,        "
TW0432,"Artículo de National Geographic, sobre patrimonio industrial minero que podéis visitar en Asturias:   Asturias sin hollín: Ruta por las minas que se pueden visitar   Entre ellas, nuestros socios del  de Samuño  "
TW0433,"Hoy en el blog, congreso de  y licitadas obras de rehabilitación de la antigua Tejera de Palencia   "
TW0434,el patrimonio industrial vasco merece nuestro respeto y puesta en valor 
TW0435,"EXACTO,   No todas las naves de los talleres tienen interés, posibilidades o son   No hace falta conservar todo  Por ende: no es necesario demoler todo  "
TW0436,"Este miércoles abren las inscripciones para la nueva temporada de Pasea Madrid con 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades    vía "
TW0437,Buenos días amantes del  detalle del interior de la antigua Papelera Raduán de Lorcha  L Orxa como     
TW0438,"  Empieza hoy   Aún puedes matricularte en el  de Sara Del Hoyo sobre  Introducción al estudio del     Presencial en  y ONLINE, en directo y en diferido, con        "
TW0439,"Este miércoles abren las inscripciones para la nueva temporada de Pasea Madrid con 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades        "
TW0440,"Cuando se habla de patrimonio, pocas veces nos referimos al patrimonio industrial.  Cuál es su concepto y qué ejemplos tenemos en  Entérese de las respuestas en el siguiente material audiovisual       "
TW0441,  sentido común :  entregar el patrimonio industrial a la especulación del ladrillo  reasfaltar con cemento calles que antes eran de adoquines y baldosas  inaugurar semáforos  inaugurar un bazar chino  0 objeciones al traslado de la facultad  apoyar la reforma del molinon Y:
TW0442,"Los sitios y monumentos no solamente involucran arquitectura monumental antigua sino que pueden ser inmuebles históricos, religiosos o incluso patrimonio industrial.  Reconocen alguno de estos rincones en México  Les leo "
TW0443,"Este miércoles abren las inscripciones para la nueva temporada de Pasea Madrid con 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades       "
TW0444,"Cuando toca vender la idea de un parque acuático se dan ejemplos de otros hechos hasta en Logroño para justificar el  porque no aquí    Pero cuando dimos ejemplos para salvar los talleres del ferrocarril,  único de    "
TW0445,Locomotora de maniobras 12301             
TW0446,"Paz Benito del Pozo, líder científica sobre patrimonio industrial en España "
TW0447, No se supone que había una ley que protege como BIC el patrimonio industrial del XIX XX  
TW0448,"Conocer el Madrid de Hemingway, el de los toreros Joselito y Belmonte, los rincones del Paisaje de la Luz, las casas consistoriales de la plaza de la Villa o el patrimonio industrial de Arganzuela, en Pasea Madrid  a partir del próximo 1 de mayo.  "
TW0449, Derribos en CAF   
TW0450,"Paz Benito del Pozo, líder científica sobre patrimonio industrial en España  "
TW0451, Abierta hasta el 5 de mayo de 10:00 a 14:00 y de 17:00 a 20:00 horas.   Organiza: Fundación Patrimonio Industrial de Andalucía y Grupo de Desarrollo Rural Corredor de la Plata.   Colabora: Ayuntamiento de Gerena.  
TW0452,"Hoy es el Día Internacional de los Monumentos y Sitios, os recordamos las visitas guiadas al Complejo Industrial de  La Alianza . Conoce el Patrimonio Industrial de   "
TW0453, Qué tal un recorrido por el  del Parque Minero de Riotinto  Hasta allí nos trasladamos con este artículo.   Parque Minero de Riotinto (Huelva): 30 años de Turismo Industrial vía  
TW0454,"Destrucción de Patrimonio Industrial. Se está derribando la Estación de Norte Atoxa (Donostia San Sebastián), para solo mantener una fachada Fotos de         "
TW0455,"        La  pretende visibilizar la influencia que ejerció este hito del patrimonio industrial en la Granada de comienzos del siglo XX. Ya han comenzado los trabajos para su recuperación a través de un máster plan que relaciona patrimonio, paisaje, e innovación tecnológica."
TW0456,Y no nos olvidemos que hoy es el  aunque sigamos asistiendo a destrucción de mucho de nuestro patrimonio por todo el mundo... Mucho  va desapareciendo y luego vendrán los lloros 
TW0457,"Hoy en el blog, destrucción de  en Donostia San Sebastián y Presentación del III Encuentro de entidades ciudadanas para la mejora de los barrios de Valencia.  "
TW0458,"Buenos días amantes del  cuantas cosas nos pueden contar los muros de antiguas fábricas, con su belleza única y la patina del tiempo. Nunca me cansaré de su      "
TW0459,"Una nueva edición de  Pasea Madrid  oferta más de 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades       "
TW0460,Bonito proyecto para la recuperación y puesta en valor del  del norte de   
TW0461," Perdona       En Valencia gobernáis y tenéis la ciudad abandonada al grafitti, el patrimonio industrial degradado, como denuncia  día tras día,  no seáis hipócritas"
TW0462,Las vidas del patrimonio industrial de Granada: de colegios a oficinas en la futura Silicon Valley  a través de 
TW0463,"Una nueva edición de  Pasea Madrid  oferta más de 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades      "
TW0464," Me gusta mucho la idea de dotar de una segunda vida al patrimonio industrial, más amigable, de utilidad y de disfrute para la ciudadanía, en lugar de como sucede muchas veces, simplemente abandonarlo y dejarlo morir lentamente, creando así un  residuo  urbano sin utilidad alguna"
TW0465,"Los días 21 y 22 de abril, tendrán lugar en la Escuela las III Jornadas de Patrimonio Industrial del Cantábrico. "
TW0466,"  Ya queda menos    19, 21, 26 y 28 de abril en   Sara Del Hoyo impartirá el   Introducción al estudio del      Modalidades:  y  en directo diferido           "
TW0467,Somos municipio conservero por excelencia.    La exposición  La Conserva vuelve a Molina. La expresión industrial y artística de un pueblo  es un itinerario por el Patrimonio Industrial Conservero para poner en valor la historia de  Os animamos a visitarla   
TW0468,"  se enorgullece de su pasado conservero  No te pierdas la   La Conserva vuelve a Molina , donde podrás conocer cómo la industria transformó la ciudad y su  Organiza       "
TW0469,"   En pleno corazón de  en el entorno de la Plaza de la Feria, se alza imponente una de las últimas chimeneas de la antigua industria mecánica de la ciudad.         "
TW0470,Madrid ofrecerá un paseo por la ruta de Hemingway en el programa Pasea Madrid  a través de    ofrecerá como parte de  entre 1 de mayo y 31 de julio   El Madrid de  y  de 
TW0471,Harinas de Pozorrubio en Villa Mayor de Santiago. Patrimonio Industrial de Castilla La Mancha.  . La Tercia o la Fabrica de Harinas consta de un cuerpo central de tres pisos y dos laterales más bajos. Está construida en ladrillo.   
TW0472,"Una nueva edición de  Pasea Madrid  oferta más de 24.000 plazas: Hemingway, patrimonio industrial y tauromaquia, novedades        "
TW0473,Destrucción de      
TW0474,Las fotografías que nunca quisiéramos haber sacado. Las fotografías que nunca desearíamos haber publicado.    Estación de Norte Atotxa          a través de 
TW0475,"Siempre mola darte largos paseos por Valladolid, aprovechando al perro como escusa, y descubrir el patrimonio industrial que tenemos en la ciudad.  "
TW0476,"Torrelavega inicia las III Jornadas de Patrimonio Industrial, que incluyen una exposición y conferencias "
TW0477,También estuvimos con l compañer de  en la popular comida en la calle del lunes de Pascua; nos reunimos con deportistas discapacitados en Mieres; presentamos al candidato de  y trabajamos con l compañer de Degaña para preservar el patrimonio industrial. 
TW0478,Bucólico ocaso en una vía superviviente del antiguo ferrocarril de Minas de Cala en plenas aguas del     
TW0479,"Agradecidos del eco que causó nuestra presentación de resultados de la investigación  Titán, de grúa a patrimonio  .         "
TW0480," Los elementos patrimoniales serán preservados por si algún día se decide construir una réplica .  La estación data de 1854. El patrimonio industrial y ferroviario  , siempre visto como pastiche. "
TW0481,Barakaldo consigue la revitalización del patrimonio industrial con fondos europeos  
TW0482,Visito las huellas del pasado industrial de  en  Un viaje por nuestro rico patrimonio industrial que puedes visitar en  
TW0483,Estación de Villamiel de Toledo               
TW0484,"El centro La Lechera, en  , acoge hasta el 27 de abril la exposición La huella del pasado industrial de Cantabria. Acércate a conocer la maquinaria y los equipos que forman parte del patrimonio industrial de la región     en la apertura de la muestra "
TW0485,"Esta semana, La Lechera de Torrelavega alberga las III Jornadas de Patrimonio Industrial y las exposición  Las huellas del pasado industrial de Cantabria  con maquinaria y equipos del patrimonio, y alguna referencia al sector ferroviario  "
TW0486,Comparte tu ponencia en tema de protección y conservación del patrimonio.  Participa en el Coloquio Latinoamericano Para la Conservación del Patrimonio Industrial.        
TW0487," Se acerca el momento     19, 21, 26 y 28 de abril en   Sara Del Hoyo impartirá el   Introducción al estudio del    Modalidades:  y  en directo y en DIFERIDO         "
TW0488,"X seminario de patrimonio industrial, en la ETSAM, 2021 de abril. Nos veremos allí  "
TW0489,Central Térmica de Soto de Ribera   Patrimonio Industrial de Asturias   a través de 
TW0490,"       Pablo, honestamente piensas que proteger y difundir nuestro patrimonio industrial es transformar la lechera en una galería de arte  En esta ciudad en la vida se nos ha contado la historia de la Lechera, o de la mina o de Sniace. En la vida   "
TW0491,"La primavera llega con nuevas rutas del programa De itinerarios por el Patrimonio. Conoce la naturaleza y patrimonio cultural de nuestra región con las salidas que este año, tienen al Patrimonio Industrial y al Camín de los Santuarios como protagonistas.  "
TW0492,"   Ya tenemos confirmados los horarios y las paradas del Tren de los Viñedos   Patrimonio industrial, historia, gastronomía y buenos vinos a bordo de nuestro tren histórico,  todavía no tienes tus billetes      "
TW0493,Descubriendo Patrimonio Industrial de Asturias. Museo del Ferrocarril de Asturias.          
TW0494,Exposición Las huellas del pasado industrial de Cantabria. Torrelavega      
TW0495,"Hoy en el blog, jornada y exposición de Patrimonio Industrial de Cantabria y visita del Museo del Ferrocarril de Asturias    "
TW0496,La antigua estación de FEVE de Nazaret (Valencia) en la lista Roja de Patrimonio. Gracias a la denuncia de       
TW0497,"  Hay un libro sobre ella, estaba en colloto, Asturias. Y ahí patrimonio industrial sobre ella o al menos era una de sus sedes, la compro los Mahou San Miguel, abrieron una sede allí de San Miguel y luego la cerraro"
TW0498,  Abierta la recepción de resúmenes  IV  Internacional de Patrimonio  y Obra Pública en  de la Frontera.   Hasta el 4 de mayo 
TW0499,Buenos días amantes del  hoy la estación de Chamberí  como      
TW0500,Entre los temas abordados en los proyectos están:  El patrimonio industrial.  La ficción narrativa.  La prostitución femenina.   Artes visuales y políticas culturales.  La historia a través de sus armas blancas. Enfocadas en la historia de Panamá entre los siglos XIX y XX. 
TW0501,"El  es materia pendiente en  pues creo que no se mira al enorme patrimonio industrial y minero que tiene. Parecen permanecer en el recuerdo las escombreras,ríos ennegrecidos y contaminación. No se asume el lavar la cara a ese Patrimonio para verle la beta turistica"
TW0502,"    Vuelven los       En 2023, el Patrimonio Industrial y el Camín de los Santuarios protagonizan la mayoría de las rutas.  Consulta los detalles aquí   "
TW0503,Automotor eléctrico 438 033         
TW0504,"  Eso eso  .  Segun mi opinion, el mayor atentado contra el patrimonio cultural de nuestra ciudad (junto con la Fabrica de Harinas). Perpetrados, ambos, advinen, bajo alcaldia PP. Escandalos con el objetivo de 1) llenarse los bolsillos y 2)ocultar el patrimonio industrial."
TW0505,"Las  III Jornadas de Patrimonio Industrial del Cantábrico  tendrán lugar los próximos días 21 y 22 de Abril de 2023, en Escuela Politécnica de Ingeniería de Minas y Energía Torrelavega (Cantabria). "
TW0506,Buenos días amantes del  hoy la bella Locomotora diésel 10601 como  de la colección      
TW0507,     Explora la belleza histórica del Molino de Los Cazorla en los Cercados Altos de  Un tesoro patrimonial rodeado por la vegetación propia del entorno natural del barranco.      
TW0508,Un pueblo con una gran riqueza patrimonial que necesita que se ponga en valor: ciudad y santuario romano  patrimonio industrial. Gente maravillosa. Mi experiencia siempre ha sido fantástica. Más quisiera tener el mismo apoyo en el pueblo donde resido...
TW0509,"Outra xornada mix de aprendizaxes e convivencia nesta nosa comunidade de guías  da  Neste caso vendo  o edificio da subestación da presa de Belesar, declarado Ben de Interese Cultural Grazas a  pola acollida   "
TW0510,  *Últimos días para participar en el I Concurso de Fotografía de Patrimonio Industrial del Azúcar*   *Información y Bases en  
TW0511, y sus nociones básicas de la mano de Miguel Álvarez Areces.   
TW0512,"   Aceptas el reto  Encuentra pistas, resuelve incógnitas y escapa de la nave de turbinas       DOMINGO 16    Pases 40´ de 11 a 14:40h  Grupos de   mayores de   años       "
TW0513,"Con ejemplos como el del ingeniero sueco Olof Ohlsson, que trabajo entre otros sitios de Guipúzcoa en la CAF, la movilidad laboral resulta menos novedosa. Hombre con patentes, cónsul sueco y tío de Gabriel Celaya.   "
TW0514,Patrimonio de la Ingeniería Patrimonio industrial      Héctor Fernández 
TW0515," El estudio del Patrimonio Industrial, en    presencial y online en directo y en diferido    19, 21, 26 y 28 de abril               "
TW0516,Participar en el X Coloquio Latinoamericano para la Conservación del Patrimonio Industrial.    
TW0517,Estudio Avilés: I Ciclo de Avilés y el cine  30 de mayo a las 19:30  El patrimonio industrial de Avilés a través del cine documental  
TW0518,"Jornada sobre el Patrimonio Industrial y Minero en la Comarca de la Montaña Central de Asturias: El Poblado Minero de Bustiello 16:00 Intituto Bernaldo de Quirós, Mieres ( con  ) "
TW0519,Estación de Ortigosa de Pestaño. Sta María de Nieva               
TW0520,"Si queréis conocer la historia de la  de Puerto de Sagunto,no os podéis perder nuestras visitas de los viernes. Consigue tu entrada en       "
TW0521,"En el año 2022, con motivo del  declarado por la  se dedicó el  de enero a la Fábrica, dando a conocer esta documentación, testimonio de parte del patrimonio industrial de nuestra ciudad.    INFO:  (6 7) "
TW0522,procedentes de los  de la  para  convertirla en un centro sociocultural en el barrio sevillano de la Macarena vinculado al        (2 7)
TW0523," El edificio  Vapor Llull  de la antigua fábrica Massó i Carol fue un ejemplo pionero de recuperación de espacios industriales como lugares habitacionales (1996), en El Poblenou   "
TW0524,"Torrelavega acoge las III Jornadas de Patrimonio Industrial, con una exposición y conferencias   "
TW0525,       El patrimonio industrial de Cantabria...   
TW0526,"Adoro pasearme por el Mercado Central de  cuando quiero relajarme o despejarme, hoy lo necesitaba. El bullicio de su interior y el olor de fruta y verdura fresca me encanta.     "
TW0527,Jornada de Patrimonio Industrial y Minero en la Montaña Central de Asturias. Día: Lunes 17 de Abril de 2023. Lugar: Salón de Actos del I.E.S. Bernaldo de Quirós (Mieres). Horario: 16:00 horas a 19:30 horas. 
TW0528,"Hablamos de  con Miguel A. Areces, presidente de   ,  echa un ojo   La mejor manera de no conservar nada, es querer conservarlo todo vía  "
TW0529,Presentación de la publicación sobre el inventario del Patrimonio Industrial de La Gomera 
TW0530,Pablo Zuloaga defiende el valor del patrimonio industrial de Cantabria que ha contribuido a tener una identidad propia 
TW0531,Con las III Jornadas de  del Cantábrico ponemos en valor la potencia del Besaya como cuna de la industria de Cantabria. La Escuela de Minas y Energía de  será foco de debate sobre cómo proteger y difundir nuestro rico patrimonio. 
TW0532,  Que patrimonio industrial si os lo habéis cargado.
TW0533,  Este tipo debe de vivir en una realidad paralela.  Patrimonio industrial  con dos cojones.
TW0534,III Jornadas de Patrimonio Industrial del Cantábrico en Torrelavega 
TW0535, |    Presentación de la publicación sobre el inventario del Patrimonio Industrial de La Gomera.     
TW0536,EL CARGADERO DE DICIDO APARECE EN LAS III JORNADAS DEL PATRIMONIO INDUSTRIAL DEL CANTABRICO.  
TW0537,"INDUSTRIA| Torrelavega acoge las III Jornadas de Patrimonio Industrial, con una exposición y conferencias  "
TW0538,"20 y 21 de abril, X Seminario del Aula GI de Patrimonio Industrial de la Universidad Politecnica de Madrid, De fábricas y sueños: viajes por los territorios de la producción.  estará presente con la participación de su presidente Miguel Álvarez Areces . "
TW0539,  Patrimonio industrial dice este sujeto. Ferroattlantica SIDENOR Celsa etc en la quiebra. RUCECAN API LA ENCINA en la élite empresarial corrupta. Niño socialista vete a la mierda y cierra al salir despedía un hedor insoportable.HDLGP
TW0540,Una gran noticia para el        El patrimonio industrial tiene una nueva vida            
TW0541,  defiende el valor del patrimonio industrial de   que ha contribuido a tener una identidad propia   El vicepresidente ha presentado ha presentado las III Jornadas de Patrimonio Industrial del Cantábrico     
TW0542,"... respetuosa, del antiguo Matadero municipal, en la misma zona de Giesa, ahora no hay garantías de nada y menos el respeto debido al patrimonio industrial y a la sostenibilidad que obliga los nuevos tiempos.        "
TW0543,"Este edificio de patrimonio industrial catalogado, electro metalúrgica, empezó mal su andadura con este equipo de gobierno que derribó parte de sus naves industriales ;  ahora recibe casi 3,5 millones de euros, pero  el presupuesto final ronda los 20 ,   "
TW0544," Una gran noticia para el barrio de Miraflores     Y enhorabuena, muy especialmente, a l vecin de Miraflores y del Retiro Obrero que tanto han  trabajado para preservar el patrimonio industrial y la memoria histórica de nuestro barrio    "
TW0545,"  El Ayuntamiento capta 2,6m de fondos europeos para rehabilitar la fábrica de vidrios de La Trinidad en  y convertirla en un centro sociocultural vinculado al patrimonio industrial con una inversión total de 5,7m     "
TW0546," Call for papers INCUNA 2023  Avance de contenidos y programa XXV Jornadas Internacionales de Patrimonio Industrial, a celebrar en Laboral Ciudad de la Cultura en Gijón, del 27 al 30 de septiembre con el lema de Un futuro para nuestro pasado Más info "
TW0547,Empezamos la semana con una gran noticia para el patrimonio de   Recibimos la aprobación de la financiación europea para rehabilitar la Fábrica de Vidrios de La Trinidad en Macarena y convertirla en un centro social y cultural vinculado al patrimonio industrial. 
TW0548,TOMAR (40.000 habitantes)   Complexo Cultural da Levada Patrimonio Industrial reconvertido  En  non actúa a  
TW0549,Patrimonio industrial. As Pontes.    
TW0550,"Murcia es mucho más que Barroco, casas torres y acequias.  Tenemos un patrimonio industrial y gráfico al que no le hacemos ni puñetero caso, pero es un referente de la evolución, urbano y cultural, del municipio  en las últimas décadas. Ampliar foto   "
TW0551,Hace un año conversábamos de patrimonio industrial 
TW0552,"En  Escapadas   nos lleva por la Ruta del Hierro      Desde Cataluña al País Vasco pasando por Andorra y el sur de Francia, para conocer el patrimonio industrial relacionado con la historia del hierro y las ferrerías  Sigue  De vuelta       "
TW0553,Automotor eléctrico 432 012             
TW0554,"  Anímate a vivir una aproximación al estudio del  con Sara Del Hoyo   19, 21, 26 y 28 de abril en    presencial y online, en directo y en diferido             "
TW0555,  ATENCIÓN recuerda que con motivo del  especial de  mañana DOMINGO 9 te esperamos de 10:30 a 15:00h             Hevia 
TW0556,   Por dónde se va al Pozo de San Fernando        Por ahí   Hoy ha sido un día veraniego ideal para realizar nuestras visitas teatralizadas             
TW0557,"A Vía Verde percorre uns 26 quilómetros entres as vilas de Oroso, Ordes, Tordoia e Cerceda.   Esta iniciativa recupera o patrimonio industrial con varias estacións ferroviarias sen servizo e o uso da realidade virtual nunha alternativa ao camiño xacobeo.  "
TW0558,Estación de Almería                
TW0559, Patrimonio industrial. Y en Aragón para no parar de  
TW0560," El curso que te hará mirar de otra forma el  impartido por Sara Del Hoyo en   En modalidad  y  en directo y en diferido    19, 21, 26 y 28 de abril          "
TW0561,"Haciendo el símil, las catedrales están genial, son lo más, pero también hay parroquias (harineras menores) y ermitas (molinos). Todo es un patrimonio industrial maravilloso, digno de estudio, protección y valorización.   Gordoncillo, Villacelama, Val de San Lorenzo  "
TW0562,   En  dedicamos la  al     Disfrútala                  
TW0563,Abierta la inscripción gratuita para el X Seminario del Aula GI de Patrimonio Industrial de la Universidad Politécnica de Madrid. Tendrá lugar los días 20 y 21 de abril bajo el título De fábricas y sueños: Viajes por los territorios de la producción    
TW0564,Buenos días amantes del  hoy como  depósito del conjunto del Pozo 5 de Villanueva del Río y Minas  al atardecer    
TW0565,Buenos dias desde  El  también nos apasiona y valoramos profundamente las iniciativas que apuestan por dar valor y una segunda vida a estos edificios. 
TW0566,La Fundación Patrimonio Industrial Andalucía  celebra su IV Congreso Internacional de  Industrial y la Obra Pública en Jerez de la Frontera (Cádiz) del 19 al 21 de octubre de 2023.  
